"scheme","k","N","degree","worst","best"
"NNBC",10,31622776601.6838,1,1.95024836300295e-05,1
"NNBC",10,39810717055.3499,1,2.45521102442137e-05,1
"NNBC",10,50118723362.7271,1,3.09091772513481e-05,1
"NNBC",10,63095734448.0194,1,3.89121929870173e-05,1
"NNBC",10,79432823472.4282,1,4.89873017941456e-05,1
"NNBC",10,1e+11,1,6.16709679576166e-05,1
"NNBC",10,125892541179.417,1,7.76385288444592e-05,1
"NNBC",10,158489319246.111,1,9.77401344530726e-05,1
"NNBC",10,199526231496.888,1,0.000123045981970549,1
"NNBC",10,251188643150.958,1,0.000154903245819682,1
"NNBC",10,316227766016.838,1,0.000195007721581097,1
"NNBC",10,398107170553.499,1,0.000245493977942712,1
"NNBC",10,501187233627.271,1,0.00030904878408089,1
"NNBC",10,630957344480.194,1,0.000389053799796035,1
"NNBC",10,794328234724.282,1,0.000489765043039325,1
"NNBC",10,1e+12,1,0.000616538558847135,1
"NNBC",10,10000,2,7.07769398644587e-11,0.000223103329633489
"NNBC",10,12589.2541179417,2,8.91029472427363e-11,0.000280862338145615
"NNBC",10,15848.9319246111,2,1.12173936805959e-10,0.000353571877050762
"NNBC",10,19952.6231496888,2,1.41218592375481e-10,0.000445100244018226
"NNBC",10,25118.8643150958,2,1.77783676669208e-10,0.000560315715011916
"NNBC",10,31622.7766016838,2,2.23816409850031e-10,0.000705344515776418
"NNBC",10,39810.7170553497,2,2.81768164356322e-10,0.000887895034588304
"NNBC",10,50118.7233627273,2,3.54725138151935e-10,0.00111766510426892
"NNBC",10,63095.7344480193,2,4.46572445689242e-10,0.00140685334995372
"NNBC",10,79432.8234724282,2,5.62201396547835e-10,0.00177080073710911
"NNBC",10,1e+05,2,7.07769620689191e-10,0.00222879474910764
"NNBC",10,125892.541179417,2,8.91029139360455e-10,0.00280507627441939
"NNBC",10,158489.319246111,2,1.12173925703729e-09,0.0035300984831087
"NNBC",10,199526.231496888,2,1.41218603477711e-09,0.004442097873402
"NNBC",10,251188.643150958,2,1.77783687771438e-09,0.00558905032249479
"NNBC",10,316227.766016838,2,2.238163987478e-09,0.00703109922595135
"NNBC",10,398107.170553497,2,2.81768153254092e-09,0.00884355812130011
"NNBC",10,501187.233627272,2,3.54725082640783e-09,0.0111206053667522
"NNBC",10,630957.344480193,2,4.46572423484781e-09,0.0139798011820372
"NNBC",10,794328.234724282,2,5.62201374343374e-09,0.0175675635557773
"NNBC",10,1e+06,2,7.07769598484731e-09,0.0220657322428824
"NNBC",10,1258925.41179417,2,8.91029128258225e-09,0.027699317998749
"NNBC",10,1584893.19246111,2,1.12173921262837e-08,0.034745459448161
"NNBC",10,1995262.31496888,2,1.41218600147042e-08,0.0435434651956914
"NNBC",10,2511886.43150958,2,1.77783683330546e-08,0.0545055634652577
"NNBC",10,3162277.66016838,2,2.23816396527354e-08,0.068127558330902
"NNBC",10,3981071.70553497,2,2.817681488132e-08,0.0849979238443543
"NNBC",10,5011872.33627272,2,3.5472508153056e-08,0.105802861959954
"NNBC",10,6309573.44480194,2,4.46572416823443e-08,0.131323412896509
"NNBC",10,7943282.34724282,2,5.62201361020698e-08,0.162418784130175
"NNBC",10,1e+07,2,7.07769575170047e-08,0.199987735561544
"NNBC",10,12589254.1179417,2,8.91029094951534e-08,0.244897507551306
"NNBC",10,15848931.9246111,2,1.12173915711722e-07,0.297868379066891
"NNBC",10,19952623.1496888,2,1.41218591043213e-07,0.359303447083613
"NNBC",10,25118864.3150958,2,1.77783669674803e-07,0.429060911715156
"NNBC",10,31622776.6016838,2,2.23816374322894e-07,0.506184536994782
"NNBC",10,39810717.0553497,2,2.81768113064018e-07,0.588641197632462
"NNBC",10,50118723.3627272,2,3.54725024798164e-07,0.673161841157385
"NNBC",10,63095734.4480194,2,4.4657232745049e-07,0.755329750955922
"NNBC",10,79432823.4724282,2,5.62201218801128e-07,0.830070300211784
"NNBC",10,1e+08,2,7.07769349350684e-07,0.8926093554137
"NNBC",10,125892541.179417,2,8.9102873790381e-07,0.939735849648954
"NNBC",10,158489319.246111,2,1.12173859134757e-06,0.970880405568624
"NNBC",10,199526231.496888,2,1.41218501292784e-06,0.988344688794031
"NNBC",10,251188643.150958,2,1.77783527399722e-06,0.996319576696329
"NNBC",10,316227766.016838,2,2.23816148925415e-06,0.999137722904564
"NNBC",10,398107170.553499,2,2.81767755805351e-06,0.999861258000556
"NNBC",10,501187233.627271,2,3.54724458606626e-06,0.999986089986436
"NNBC",10,630957344.480194,2,4.46571430046117e-06,0.99999923120307
"NNBC",10,794328234.724282,2,5.62199796427798e-06,0.999999979923274
"NNBC",10,1e+09,2,7.07767095087242e-06,0.999999999795984
"NNBC",10,1258925411.79417,2,8.91025165195014e-06,0.999999999999368
"NNBC",10,1584893192.46111,2,1.12173292904361e-05,1
"NNBC",10,1995262314.96888,2,1.41217603881749e-05,1
"NNBC",10,2511886431.50958,2,1.77782105088564e-05,1
"NNBC",10,3162277660.16838,2,2.23813894720815e-05,1
"NNBC",10,3981071705.53499,2,2.81764183143185e-05,1
"NNBC",10,5011872336.27271,2,3.54718796337083e-05,1
"NNBC",10,6309573444.80194,2,4.46562455980182e-05,1
"NNBC",10,7943282347.24282,2,5.62185573558249e-05,1
"NNBC",10,1e+10,2,7.07744553476441e-05,1
"NNBC",10,12589254117.9417,2,8.90989439386036e-05,1
"NNBC",10,15848931924.6111,2,0.000112167630792359,1
"NNBC",10,19952623149.6888,2,0.000141208630134004,1
"NNBC",10,25118864315.0958,2,0.00017776788284829,1
"NNBC",10,31622776601.6838,2,0.000223791354369896,1
"NNBC",10,39810717055.3499,2,0.000281728459852637,1
"NNBC",10,50118723362.7271,2,0.000354662180251597,1
"NNBC",10,63095734448.0194,2,0.00044647272855336,1
"NNBC",10,79432823472.4282,2,0.000562043371199028,1
"NNBC",10,1e+11,2,0.000707519189953487,1
"NNBC",10,125892541179.417,2,0.000890632286270066,1
"NNBC",10,158489319246.111,2,0.00112111030625728,1
"NNBC",10,199526231496.888,2,0.00141118934466378,1
"NNBC",10,251188643150.958,2,0.00177625743849119,1
"NNBC",10,316227766016.838,2,0.00223566117247509,1
"NNBC",10,398107170553.499,2,0.00281371558890109,1
"NNBC",10,501187233627.271,2,0.00354096681575378,1
"NNBC",10,630957344480.194,2,0.00445576775168555,1
"NNBC",10,794328234724.282,2,0.00560623982270025,1
"NNBC",10,1e+12,2,0.00705270809445402,1
"NNK",6,10000,1,1.12674954216851e-05,0.0712600035081365
"NNK",6,12589.2541179417,1,1.41849156217733e-05,0.0888683598755587
"NNK",6,15848.9319246111,1,1.78577179459349e-05,0.110562050889911
"NNK",6,19952.6231496888,1,2.24814829433706e-05,0.137139863479273
"NNK",6,25118.8643150958,1,2.83024277969446e-05,0.169473013848338
"NNK",6,31622.7766016838,1,3.56305150135405e-05,0.208460878470217
"NNK",6,39810.7170553497,1,4.48559538704929e-05,0.254951911298682
"NNK",6,50118.7233627273,1,5.64699722613859e-05,0.30961781915683
"NNK",6,63095.7344480193,1,7.10909633434564e-05,0.372771512391693
"NNK",6,79432.8234724282,1,8.94973965791523e-05,0.444128816885404
"NNK",6,1e+05,1,0.00011266924134834,0.522535056951497
"NNK",6,125892.541179417,1,0.000141840102027557,0.605714067056481
"NNK",6,158489.319246111,1,0.000178562829729056,0.690146395319769
"NNK",6,199526.231496888,1,0.000224792087028636,0.77122737585922
"NNK",6,251188.643150958,1,0.000282988234455606,0.843851619376836
"NNK",6,316227.766016838,1,0.000356248026550987,0.903456320725489
"NNK",6,398107.170553497,1,0.000448469006987584,0.947296064085224
"NNK",6,501187.233627272,1,0.000564556245621128,0.975402230096614
"NNK",6,630957.344480193,1,0.000710682249915884,0.990575512340266
"NNK",6,794328.234724282,1,0.000894613611521322,0.997183293448833
"NNK",6,1e+06,1,0.00112612133897372,0.999384235143988
"NNK",6,1258925.41179417,1,0.00141749602497154,0.999909194358896
"NNK",6,1584893.19246111,1,0.00178419416950004,0.999991842341348
"NNK",6,1995262.31496888,1,0.00224564831613216,0.999999607318413
"NNK",6,2511886.43150958,1,0.00282628135735563,0.999999991382628
"NNK",6,3162277.66016838,1,0.00355677461807613,0.999999999929654
"NNK",6,3981071.70553497,1,0.00447565028489483,0.999999999999835
"NNK",6,5011872.33627272,1,0.00563124145844063,1
"NNK",6,6309573.44480194,1,0.00708413740217029,1
"NNK",6,7943282.34724282,1,0.00891020689142974,1
"NNK",6,1e+07,1,0.0112043177061114,1
"NNK",6,12589254.1179417,1,0.0140848829093113,1
"NNK",6,15848931.9246111,1,0.0176993704394106,1
"NNK",6,19952623.1496888,1,0.0222309046583293,1
"NNK",6,25118864.3150958,1,0.0279060553505568,1
"NNK",6,31622776.6016838,1,0.0350038331193115,1
"NNK",6,39810717.0553497,1,0.0438657624385659,1
"NNK",6,50118723.3627272,1,0.0549066438114922,1
"NNK",6,63095734.4480194,1,0.0686251865707265,1
"NNK",6,79432823.4724282,1,0.0856130165821201,1
"NNK",6,1e+08,1,0.106559544985081,1
"NNK",6,125892541.179417,1,0.132248731388421,1
"NNK",6,158489319.246111,1,0.16354183684749,1
"NNK",6,199526231.496888,1,0.201337924169499,1
"NNK",6,251188643.150958,1,0.246501523776051,1
"NNK",6,316227766.016838,1,0.299745541572572,1
"NNK",6,398107170.553499,1,0.361459131997203,1
"NNK",6,501187233.627271,1,0.431478227006021,1
"NNK",6,630957344.480194,1,0.508815227999699,1
"NNK",6,794328234.724282,1,0.591398128813242,1
"NNK",6,1e+09,1,0.675917086492635,1
"NNK",6,1258925411.79417,1,0.757923532870263,1
"NNK",6,1584893192.46111,1,0.832335067356717,1
"NNK",6,1995262314.96888,1,0.894408094759586,1
"NNK",6,2511886431.50958,1,0.941003834683131,1
"NNK",6,3162277660.16838,1,0.971649623813758,1
"NNK",6,3981071705.53499,1,0.988730958382109,1
"NNK",6,5011872336.27271,1,0.996472467549646,1
"NNK",6,6309573444.80194,1,0.999182573070922,1
"NNK",6,7943282347.24282,1,0.999870281024069,1
"NNK",6,1e+10,1,0.999987219102703,1
"NNK",6,12589254117.9417,1,0.999999308924135,1
"NNK",6,15848931924.6111,1,0.999999982444129,1
"NNK",6,19952623149.6888,1,0.999999999827692,1
"NNK",6,25118864315.0958,1,0.999999999999489,1
"NNK",6,31622776601.6838,1,1,1
"NNK",6,39810717055.3499,1,1,1
"NNK",6,50118723362.7271,1,1,1
"NNK",6,63095734448.0194,1,1,1
"NNK",6,79432823472.4282,1,1,1
"NNK",6,1e+11,1,1,1
"NNK",6,125892541179.417,1,1,1
"NNK",6,158489319246.111,1,1,1
"NNK",6,199526231496.888,1,1,1
"NNK",6,251188643150.958,1,1,1
"NNK",6,316227766016.838,1,1,1
"NNK",6,398107170553.499,1,1,1
"NNK",6,501187233627.271,1,1,1
"NNK",6,630957344480.194,1,1,1
"NNK",6,794328234724.282,1,1,1
"NNK",6,1e+12,1,1,1
"NNK",6,10000,2,1.12674954216851e-05,0.253953836234375
"NNK",6,12589.2541179417,2,1.41849156217733e-05,0.308453307709509
"NNK",6,15848.9319246111,2,1.78577179459349e-05,0.371439296064379
"NNK",6,19952.6231496888,2,2.24814829433706e-05,0.442642051372622
"NNK",6,25118.8643150958,2,2.83024277969446e-05,0.520926782861562
"NNK",6,31622.7766016838,2,3.56305150135405e-05,0.60404136324825
"NNK",6,39810.7170553497,2,4.48559538704929e-05,0.68849061572059
"NNK",6,50118.7233627273,2,5.64699722613859e-05,0.769687272100149
"NNK",6,63095.7344480193,2,7.10909633434564e-05,0.842527091425224
"NNK",6,79432.8234724282,2,8.94973965791523e-05,0.902424217440528
"NNK",6,1e+05,2,0.00011266924134834,0.946585764689641
"NNK",6,125892.541179417,2,0.000141840102027557,0.974984160371456
"NNK",6,158489.319246111,2,0.000178562829729056,0.99037341466241
"NNK",6,199526.231496888,2,0.000224792087028636,0.997107042916892
"NNK",6,251188.643150958,2,0.000282988234455606,0.999363176735727
"NNK",6,316227.766016838,2,0.000356248026550987,0.999905267673424
"NNK",6,398107.170553497,2,0.000448469006987584,0.999991395783216
"NNK",6,501187.233627272,2,0.000564556245621128,0.999999580067591
"NNK",6,630957.344480193,2,0.000710682249915884,0.999999990623117
"NNK",6,794328.234724282,2,0.000894613611521322,0.999999999921761
"NNK",6,1e+06,2,0.00112612133897372,0.999999999999811
"NNK",6,1258925.41179417,2,0.00141749602497154,1
"NNK",6,1584893.19246111,2,0.00178419416950004,1
"NNK",6,1995262.31496888,2,0.00224564831613216,1
"NNK",6,2511886.43150958,2,0.00282628135735563,1
"NNK",6,3162277.66016838,2,0.00355677461807613,1
"NNK",6,3981071.70553497,2,0.00447565028489483,1
"NNK",6,5011872.33627272,2,0.00563124145844063,1
"NNK",6,6309573.44480194,2,0.00708413740217029,1
"NNK",6,7943282.34724282,2,0.00891020689142974,1
"NNK",6,1e+07,2,0.0112043177061114,1
"NNK",6,12589254.1179417,2,0.0140848829093113,1
"NNK",6,15848931.9246111,2,0.0176993704394106,1
"NNK",6,19952623.1496888,2,0.0222309046583293,1
"NNK",6,25118864.3150958,2,0.0279060553505568,1
"NNK",6,31622776.6016838,2,0.0350038331193115,1
"NNK",6,39810717.0553497,2,0.0438657624385659,1
"NNK",6,50118723.3627272,2,0.0549066438114922,1
"NNK",6,63095734.4480194,2,0.0686251865707265,1
"NNK",6,79432823.4724282,2,0.0856130165821201,1
"NNK",6,1e+08,2,0.106559544985081,1
"NNK",6,125892541.179417,2,0.132248731388421,1
"NNK",6,158489319.246111,2,0.16354183684749,1
"NNK",6,199526231.496888,2,0.201337924169499,1
"NNK",6,251188643.150958,2,0.246501523776051,1
"NNK",6,316227766.016838,2,0.299745541572572,1
"NNK",6,398107170.553499,2,0.361459131997203,1
"NNK",6,501187233.627271,2,0.431478227006021,1
"NNK",6,630957344.480194,2,0.508815227999699,1
"NNK",6,794328234.724282,2,0.591398128813242,1
"NNK",6,1e+09,2,0.675917086492635,1
"NNK",6,1258925411.79417,2,0.757923532870263,1
"NNK",6,1584893192.46111,2,0.832335067356717,1
"NNK",6,1995262314.96888,2,0.894408094759586,1
"NNK",6,2511886431.50958,2,0.941003834683131,1
"NNK",6,3162277660.16838,2,0.971649623813758,1
"NNK",6,3981071705.53499,2,0.988730958382109,1
"NNK",6,5011872336.27271,2,0.996472467549646,1
"NNK",6,6309573444.80194,2,0.999182573070922,1
"NNK",6,7943282347.24282,2,0.999870281024069,1
"NNK",6,1e+10,2,0.999987219102703,1
"NNK",6,12589254117.9417,2,0.999999308924135,1
"NNK",6,15848931924.6111,2,0.999999982444129,1
"NNK",6,19952623149.6888,2,0.999999999827692,1
"NNK",6,25118864315.0958,2,0.999999999999489,1
"NNK",6,31622776601.6838,2,1,1
"NNK",6,39810717055.3499,2,1,1
"NNK",6,50118723362.7271,2,1,1
"NNK",6,63095734448.0194,2,1,1
"NNK",6,79432823472.4282,2,1,1
"NNK",6,1e+11,2,1,1
"NNK",6,125892541179.417,2,1,1
"NNK",6,158489319246.111,2,1,1
"NNK",6,199526231496.888,2,1,1
"NNK",6,251188643150.958,2,1,1
"NNK",6,316227766016.838,2,1,1
"NNK",6,398107170553.499,2,1,1
"NNK",6,501187233627.271,2,1,1
"NNK",6,630957344480.194,2,1,1
"NNK",6,794328234724.282,2,1,1
"NNK",6,1e+12,2,1,1
"NNK",7,10000,1,3.63469575881403e-07,0.00818040730458303
"NNK",7,12589.2541179417,1,4.57581063928458e-07,0.0102875937864753
"NNK",7,15848.9319246111,1,5.76060395274247e-07,0.0129340198784799
"NNK",7,19952.6231496888,1,7.25217016217528e-07,0.0162556133032647
"NNK",7,25118.8643150958,1,9.12994045143556e-07,0.0204213628249159
"NNK",7,31622.7766016838,1,1.14939126838465e-06,0.0256406571360428
"NNK",7,39810.7170553497,1,1.44699766047029e-06,0.0321718358023146
"NNK",7,50118.7233627273,1,1.82166178430698e-06,0.0403318891518534
"NNK",7,63095.7344480193,1,2.29333577117519e-06,0.050507031772135
"NNK",7,79432.8234724282,1,2.88713782281569e-06,0.0631635157522876
"NNK",7,1e+05,1,3.63468981401383e-06,0.078857474959497
"NNK",7,125892.541179417,1,4.57580121759893e-06,0.098241712075164
"NNK",7,158489.319246111,1,5.76058901968768e-06,0.122066059004376
"NNK",7,199526.231496888,1,7.25214649521799e-06,0.151166184193356
"NNK",7,251188.643150958,1,9.12990294099636e-06,0.186433506768425
"NNK",7,316227.766016838,1,1.1493853233957e-05,0.228756461695127
"NNK",7,398107.170553497,1,1.44698823840717e-05,0.27892147607321
"NNK",7,501187.233627272,1,1.82164685137431e-05,0.337462236747012
"NNK",7,630957.344480193,1,2.29331210402917e-05,0.404450961543714
"NNK",7,794328.234724282,1,2.88710031310924e-05,0.479239595116305
"NNK",7,1e+06,1,3.63463036520129e-05,0.560186736741982
"NNK",7,1258925.41179417,1,4.57570699798904e-05,0.644449392156005
"NNK",7,1584893.19246111,1,5.76043969221507e-05,0.727969003711384
"NNK",7,1995262.31496888,1,7.25190982846513e-05,0.805810060498483
"NNK",7,2511886.43150958,1,9.12952785200316e-05,0.872962909552623
"NNK",7,3162277.66016838,1,0.000114932587632399,0.925541311195356
"NNK",7,3981071.70553497,1,0.000144689402217013,0.961996323685441
"NNK",7,5011872.33627272,1,0.000182149753074734,0.983703048547199
"NNK",7,6309573.44480194,1,0.000229307545088209,0.994387255436302
"NNK",7,7943282.34724282,1,0.000288672525131428,0.998533170755976
"NNK",7,1e+07,1,0.000363403594860756,0.999729178449278
"NNK",7,12589254.1179417,1,0.000457476494368336,0.99996771399911
"NNK",7,15848931.9246111,1,0.000575894670161725,0.99999778086399
"NNK",7,19952623.1496888,1,0.000724954372723241,0.999999923745186
"NNK",7,25118864.3150958,1,0.000912577809243253,0.999999998905274
"NNK",7,31622776.6016838,1,0.0011487316309855,0.999999999994762
"NNK",7,39810717.0553497,1,0.0014459523095266,0.999999999999994
"NNK",7,50118723.3627272,1,0.0018200052217674,1
"NNK",7,63095734.4480194,1,0.00229071070943365,1
"NNK",7,79432823.4724282,1,0.0028829782043247,1
"NNK",7,1e+08,1,0.00362809890619664,1
"NNK",7,125892541.179417,1,0.00456535861020213,1
"NNK",7,158489319.246111,1,0.00574404513811322,1
"NNK",7,199526231.496888,1,0.00722593924210579,1
"NNK",7,251188643.150958,1,0.00908839322452415,1
"NNK",7,316227766.016838,1,0.0114281165502792,1
"NNK",7,398107170.553499,1,0.014365799945056,1
"NNK",7,501187233.627271,1,0.0180517144976136,1
"NNK",7,630957344.480194,1,0.0226724127487892,1
"NNK",7,794328234.724282,1,0.0284586226830894,1
"NNK",7,1e+09,1,0.0356943441026645,1
"NNK",7,1258925411.79417,1,0.0447270013260629,1
"NNK",7,1584893192.46111,1,0.0559782342077125,1
"NNK",7,1995262314.96888,1,0.0699544615157713,1
"NNK",7,2511886431.50958,1,0.0872556478433858,1
"NNK",7,3162277660.16838,1,0.108579653044632,1
"NNK",7,3981071705.53499,1,0.134718049423638,1
"NNK",7,5011872336.27271,1,0.166537312929811,1
"NNK",7,6309573444.80194,1,0.204936934724243,1
"NNK",7,7943282347.24282,1,0.250773695615341,1
"NNK",7,1e+10,1,0.304740166370573,1
"NNK",7,12589254117.9417,1,0.367187537600366,1
"NNK",7,15848931924.6111,1,0.437891597788257,1
"NNK",7,19952623149.6888,1,0.515780653275372,1
"NNK",7,25118864315.0958,1,0.598679316532215,1
"NNK",7,31622776601.6838,1,0.683170634397062,1
"NNK",7,39810717055.3499,1,0.764724640298581,1
"NNK",7,50118723362.7271,1,0.838243545715758,1
"NNK",7,63095734448.0194,1,0.899071042510709,1
"NNK",7,79432823472.4282,1,0.944264722857571,1
"NNK",7,1e+11,1,0.97360805474835,1
"NNK",7,125892541179.417,1,0.989702062913299,1
"NNK",7,158489319246.111,1,0.996850796174523,1
"NNK",7,199526231496.888,1,0.999291366997337,1
"NNK",7,251188643150.958,1,0.999891628413315,1
"NNK",7,316227766016.838,1,0.999989808120568,1
"NNK",7,398107170553.499,1,0.999999480285947,1
"NNK",7,501187233627.271,1,0.999999987736451,1
"NNK",7,630957344480.194,1,0.999999999890312,1
"NNK",7,794328234724.282,1,0.999999999999711,1
"NNK",7,1e+12,1,1,1
"NNK",7,10000,2,3.63469575881403e-07,0.0371817515811748
"NNK",7,12589.2541179417,2,4.57581063928458e-07,0.0465816257822241
"NNK",7,15848.9319246111,2,5.76060395274247e-07,0.0582849881053694
"NNK",7,19952.6231496888,2,7.25217016217528e-07,0.072814592853974
"NNK",7,25118.8643150958,2,9.12994045143556e-07,0.0907879499866205
"NNK",7,31622.7766016838,2,1.14939126838465e-06,0.112920489071963
"NNK",7,39810.7170553497,2,1.44699766047029e-06,0.140019250466576
"NNK",7,50118.7233627273,2,1.82166178430698e-06,0.172960604951573
"NNK",7,63095.7344480193,2,2.29333577117519e-06,0.212643107236907
"NNK",7,79432.8234724282,2,2.88713782281569e-06,0.259904384576698
"NNK",7,1e+05,2,3.63468981401383e-06,0.315390172329616
"NNK",7,125892.541179417,2,4.57580121759893e-06,0.379366557404161
"NNK",7,158489.319246111,2,5.76058901968768e-06,0.451476882408709
"NNK",7,199526.231496888,2,7.25214649521799e-06,0.530467263783553
"NNK",7,251188.643150958,2,9.12990294099636e-06,0.613942646621503
"NNK",7,316227.766016838,2,1.1493853233957e-05,0.698265142973711
"NNK",7,398107.170553497,2,1.44698823840717e-05,0.778747952850935
"NNK",7,501187.233627272,2,1.82164685137431e-05,0.85028615247625
"NNK",7,630957.344480193,2,2.29331210402917e-05,0.908437774956668
"NNK",7,794328.234724282,2,2.88710031310924e-05,0.950696436125039
"NNK",7,1e+06,2,3.63463036520129e-05,0.977383192997703
"NNK",7,1258925.41179417,2,4.57570699798904e-05,0.99152086135299
"NNK",7,1584893.19246111,2,5.76043969221507e-05,0.997534248210152
"NNK",7,1995262.31496888,2,7.25190982846513e-05,0.999479214636133
"NNK",7,2511886.43150958,2,9.12952785200316e-05,0.999926460903407
"NNK",7,3162277.66016838,2,0.000114932587632399,0.999993744603589
"NNK",7,3981071.70553497,2,0.000144689402217013,0.999999718892148
"NNK",7,5011872.33627272,2,0.000182149753074734,0.999999994342563
"NNK",7,6309573.44480194,2,0.000229307545088209,0.999999999958584
"NNK",7,7943282.34724282,2,0.000288672525131428,0.999999999999915
"NNK",7,1e+07,2,0.000363403594860756,1
"NNK",7,12589254.1179417,2,0.000457476494368336,1
"NNK",7,15848931.9246111,2,0.000575894670161725,1
"NNK",7,19952623.1496888,2,0.000724954372723241,1
"NNK",7,25118864.3150958,2,0.000912577809243253,1
"NNK",7,31622776.6016838,2,0.0011487316309855,1
"NNK",7,39810717.0553497,2,0.0014459523095266,1
"NNK",7,50118723.3627272,2,0.0018200052217674,1
"NNK",7,63095734.4480194,2,0.00229071070943365,1
"NNK",7,79432823.4724282,2,0.0028829782043247,1
"NNK",7,1e+08,2,0.00362809890619664,1
"NNK",7,125892541.179417,2,0.00456535861020213,1
"NNK",7,158489319.246111,2,0.00574404513811322,1
"NNK",7,199526231.496888,2,0.00722593924210579,1
"NNK",7,251188643.150958,2,0.00908839322452415,1
"NNK",7,316227766.016838,2,0.0114281165502792,1
"NNK",7,398107170.553499,2,0.014365799945056,1
"NNK",7,501187233.627271,2,0.0180517144976136,1
"NNK",7,630957344.480194,2,0.0226724127487892,1
"NNK",7,794328234.724282,2,0.0284586226830894,1
"NNK",7,1e+09,2,0.0356943441026645,1
"NNK",7,1258925411.79417,2,0.0447270013260629,1
"NNK",7,1584893192.46111,2,0.0559782342077125,1
"NNK",7,1995262314.96888,2,0.0699544615157713,1
"NNK",7,2511886431.50958,2,0.0872556478433858,1
"NNK",7,3162277660.16838,2,0.108579653044632,1
"NNK",7,3981071705.53499,2,0.134718049423638,1
"NNK",7,5011872336.27271,2,0.166537312929811,1
"NNK",7,6309573444.80194,2,0.204936934724243,1
"NNK",7,7943282347.24282,2,0.250773695615341,1
"NNK",7,1e+10,2,0.304740166370573,1
"NNK",7,12589254117.9417,2,0.367187537600366,1
"NNK",7,15848931924.6111,2,0.437891597788257,1
"NNK",7,19952623149.6888,2,0.515780653275372,1
"NNK",7,25118864315.0958,2,0.598679316532215,1
"NNK",7,31622776601.6838,2,0.683170634397062,1
"NNK",7,39810717055.3499,2,0.764724640298581,1
"NNK",7,50118723362.7271,2,0.838243545715758,1
"NNK",7,63095734448.0194,2,0.899071042510709,1
"NNK",7,79432823472.4282,2,0.944264722857571,1
"NNK",7,1e+11,2,0.97360805474835,1
"NNK",7,125892541179.417,2,0.989702062913299,1
"NNK",7,158489319246.111,2,0.996850796174523,1
"NNK",7,199526231496.888,2,0.999291366997337,1
"NNK",7,251188643150.958,2,0.999891628413315,1
"NNK",7,316227766016.838,2,0.999989808120568,1
"NNK",7,398107170553.499,2,0.999999480285947,1
"NNK",7,501187233627.271,2,0.999999987736451,1
"NNK",7,630957344480.194,2,0.999999999890312,1
"NNK",7,794328234724.282,2,0.999999999999711,1
"NNK",7,1e+12,2,1,1
"NNK",8,10000,1,1.17248271092052e-08,0.00089707428300001
"NNK",8,12589.2541179417,1,1.47606827871627e-08,0.00112921842203362
"NNK",8,15848.9319246111,1,1.85825985710153e-08,0.00142139388262363
"NNK",8,19952.6231496888,1,2.33941055416409e-08,0.00178909947708783
"NNK",8,25118.8643150958,1,2.94514338472496e-08,0.00225182087381515
"NNK",8,31622.7766016838,1,3.7077158343557e-08,0.00283404761872608
"NNK",8,39810.7170553497,1,4.66773765195327e-08,0.00356654458963845
"NNK",8,50118.7233627273,1,5.87633351978312e-08,0.0044879385925638
"NNK",8,63095.7344480193,1,7.39786553127786e-08,0.00564669353910086
"NNK",8,79432.8234724282,1,9.31336082699019e-08,0.00710356195683215
"NNK",8,1e+05,1,1.17248264763781e-07,0.00893461592166445
"NNK",8,125892.541179417,1,1.47606817657575e-07,0.011234975626945
"NNK",8,158489.319246111,1,1.85825970167031e-07,0.0141233663522555
"NNK",8,199526.231496888,1,2.33941030436391e-07,0.0177476403641311
"NNK",8,251188.643150958,1,2.94514299170601e-07,0.0222913921732812
"NNK",8,316227.766016838,1,3.7077152126308e-07,0.0279817620295919
"NNK",8,398107.170553497,1,4.66773667606724e-07,0.0350984453249966
"NNK",8,501187.233627272,1,5.87633196214021e-07,0.0439837768204735
"NNK",8,630957.344480193,1,7.39786307324408e-07,0.0550534971541915
"NNK",8,794328.234724282,1,9.31335692344604e-07,0.0688073767145786
"NNK",8,1e+06,1,1.17248202857745e-06,0.085838191195316
"NNK",8,1258925.41179417,1,1.47606719658189e-06,0.106836520358685
"NNK",8,1584893.19246111,1,1.85825814824625e-06,0.132587383173123
"NNK",8,1995262.31496888,1,2.3394078416672e-06,0.163952778714862
"NNK",8,2511886.43150958,1,2.94513908849492e-06,0.201831861217597
"NNK",8,3162277.66016838,1,3.70770902602402e-06,0.247088142793825
"NNK",8,3981071.70553497,1,4.66772687190975e-06,0.300431797106077
"NNK",8,5011872.33627272,1,5.87631642323672e-06,0.36224683691567
"NNK",8,6309573.44480194,1,7.39783844494468e-06,0.432361007187957
"NNK",8,7943282.34724282,1,9.31331789100209e-06,0.509775209846935
"NNK",8,1e+07,1,1.17247584241476e-05,0.592403227079079
"NNK",8,12589254.1179417,1,1.47605739218015e-05,0.676920375135435
"NNK",8,15848931.9246111,1,1.85824260926504e-05,0.758866611939173
"NNK",8,19952623.1496888,1,2.33938321412275e-05,0.833156966381542
"NNK",8,25118864.3150958,1,2.94510005648396e-05,0.895059319383787
"NNK",8,31622776.6016838,1,3.70764716468575e-05,0.941461530078047
"NNK",8,39810717.0553497,1,4.66762882856964e-05,0.971926237924038
"NNK",8,50118723.3627272,1,5.87616103578936e-05,0.988869204270843
"NNK",8,63095734.4480194,1,7.39759217378566e-05,0.996526860654824
