"scheme","Counts","samp.encoding","probs","k","di","choices"
"NNK/S","6,3,0","AAAAAABBB",2.7e-05,9,91125,84
"NNK/S","6,2,1","AAAAAABBC",2.97e-05,9,200475,252
"NNK/S","6,1,2","AAAAAABCC",3.267e-05,9,441045,252
"NNK/S","6,0,3","AAAAAACCC",3.5937e-05,9,970299,84
"NNK/S","5,4,0","AAAAABBBB",3e-05,9,151875,126
"NNK/S","5,3,1","AAAAABBBC",3.3e-05,9,334125,504
"NNK/S","5,2,2","AAAAABBCC",3.63e-05,9,735075,756
"NNK/S","5,1,3","AAAAABCCC",3.993e-05,9,1617165,504
"NNK/S","5,0,4","AAAAACCCC",4.3923e-05,9,3557763,126
"NNK/S","4,5,0","AAAABBBBB",3.33333333333333e-05,9,253125,126
"NNK/S","4,4,1","AAAABBBBC",3.66666666666667e-05,9,556875,630
"NNK/S","4,3,2","AAAABBBCC",4.03333333333333e-05,9,1225125,1260
"NNK/S","4,2,3","AAAABBCCC",4.43666666666667e-05,9,2695275,1260
"NNK/S","4,1,4","AAAABCCCC",4.88033333333333e-05,9,5929605,630
"NNK/S","4,0,5","AAAACCCCC",5.36836666666667e-05,9,13045131,126
"NNK/S","3,6,0","AAABBBBBB",3.7037037037037e-05,9,421875,84
"NNK/S","3,5,1","AAABBBBBC",4.07407407407407e-05,9,928125,504
"NNK/S","3,4,2","AAABBBBCC",4.48148148148147e-05,9,2041875,1260
"NNK/S","3,3,3","AAABBBCCC",4.92962962962965e-05,9,4492125,1680
"NNK/S","3,2,4","AAABBCCCC",5.4225925925926e-05,9,9882675,1260
"NNK/S","3,1,5","AAABCCCCC",5.96485185185186e-05,9,21741885,504
"NNK/S","3,0,6","AAACCCCCC",6.56133703703702e-05,9,47832147,84
"NNK/S","2,7,0","AABBBBBBB",4.11522633744857e-05,9,703125,36
"NNK/S","2,6,1","AABBBBBBC",4.52674897119342e-05,9,1546875,252
"NNK/S","2,5,2","AABBBBBCC",4.97942386831274e-05,9,3403125,756
"NNK/S","2,4,3","AABBBBCCC",5.47736625514404e-05,9,7486875,1260
"NNK/S","2,3,4","AABBBCCCC",6.02510288065844e-05,9,16471125,1260
"NNK/S","2,2,5","AABBCCCCC",6.62761316872431e-05,9,36236475,756
"NNK/S","2,1,6","AABCCCCCC",7.29037448559673e-05,9,79720245,252
"NNK/S","2,0,7","AACCCCCCC",8.01941193415641e-05,9,175384539,36
"NNK/S","1,8,0","ABBBBBBBB",4.5724737082762e-05,9,1171875,9
"NNK/S","1,7,1","ABBBBBBBC",5.02972107910382e-05,9,2578125,72
"NNK/S","1,6,2","ABBBBBBCC",5.53269318701418e-05,9,5671875,252
"NNK/S","1,5,3","ABBBBBCCC",6.08596250571558e-05,9,12478125,504
"NNK/S","1,4,4","ABBBBCCCC",6.69455875628712e-05,9,27451875,630
"NNK/S","1,3,5","ABBBCCCCC",7.36401463191588e-05,9,60394125,504
"NNK/S","1,2,6","ABBCCCCCC",8.10041609510749e-05,9,132867075,252
"NNK/S","1,1,7","ABCCCCCCC",8.91045770461825e-05,9,292307565,72
"NNK/S","1,0,8","ACCCCCCCC",9.80150347508006e-05,9,643076643,9
"NNK/S","0,9,0","BBBBBBBBB",5.0805263425291e-05,9,1953125,1
"NNK/S","0,8,1","BBBBBBBBC",5.58857897678201e-05,9,4296875,9
"NNK/S","0,7,2","BBBBBBBCC",6.14743687446024e-05,9,9453125,36
"NNK/S","0,6,3","BBBBBBCCC",6.76218056190626e-05,9,20796875,84
"NNK/S","0,5,4","BBBBBCCCC",7.43839861809686e-05,9,45753125,126
"NNK/S","0,4,5","BBBBCCCCC",8.18223847990652e-05,9,100656875,126
"NNK/S","0,3,6","BBBCCCCCC",9.00046232789711e-05,9,221445125,84
"NNK/S","0,2,7","BBCCCCCCC",9.90050856068692e-05,9,487179275,36
"NNK/S","0,1,8","BCCCCCCCC",0.000108905594167556,9,1071794405,9
"NNK/S","0,0,9","CCCCCCCCC",0.000119796153584312,9,2357947691,1
"NNK/S","10,0,0","AAAAAAAAAA",5.9049e-06,10,59049,1
"NNK/S","9,1,0","AAAAAAAAAB",6.561e-06,10,98415,10
"NNK/S","9,0,1","AAAAAAAAAC",7.2171e-06,10,216513,10
"NNK/S","8,2,0","AAAAAAAABB",7.29e-06,10,164025,45
"NNK/S","8,1,1","AAAAAAAABC",8.019e-06,10,360855,90
"NNK/S","8,0,2","AAAAAAAACC",8.8209e-06,10,793881,45
"NNK/S","7,3,0","AAAAAAABBB",8.1e-06,10,273375,120
"NNK/S","7,2,1","AAAAAAABBC",8.91e-06,10,601425,360
"NNK/S","7,1,2","AAAAAAABCC",9.801e-06,10,1323135,360
"NNK/S","7,0,3","AAAAAAACCC",1.07811e-05,10,2910897,120
"NNK/S","6,4,0","AAAAAABBBB",9e-06,10,455625,210
"NNK/S","6,3,1","AAAAAABBBC",9.9e-06,10,1002375,840
"NNK/S","6,2,2","AAAAAABBCC",1.089e-05,10,2205225,1260
"NNK/S","6,1,3","AAAAAABCCC",1.1979e-05,10,4851495,840
"NNK/S","6,0,4","AAAAAACCCC",1.31769e-05,10,10673289,210
"NNK/S","5,5,0","AAAAABBBBB",1e-05,10,759375,252
"NNK/S","5,4,1","AAAAABBBBC",1.1e-05,10,1670625,1260
"NNK/S","5,3,2","AAAAABBBCC",1.21e-05,10,3675375,2520
"NNK/S","5,2,3","AAAAABBCCC",1.331e-05,10,8085825,2520
"NNK/S","5,1,4","AAAAABCCCC",1.4641e-05,10,17788815,1260
"NNK/S","5,0,5","AAAAACCCCC",1.61051e-05,10,39135393,252
"NNK/S","4,6,0","AAAABBBBBB",1.11111111111111e-05,10,1265625,210
"NNK/S","4,5,1","AAAABBBBBC",1.22222222222222e-05,10,2784375,1260
"NNK/S","4,4,2","AAAABBBBCC",1.34444444444445e-05,10,6125625,3150
"NNK/S","4,3,3","AAAABBBCCC",1.47888888888889e-05,10,13476375,4200
"NNK/S","4,2,4","AAAABBCCCC",1.62677777777778e-05,10,29648025,3150
"NNK/S","4,1,5","AAAABCCCCC",1.78945555555555e-05,10,65225655,1260
"NNK/S","4,0,6","AAAACCCCCC",1.96840111111111e-05,10,143496441,210
"NNK/S","3,7,0","AAABBBBBBB",1.23456790123457e-05,10,2109375,120
"NNK/S","3,6,1","AAABBBBBBC",1.35802469135802e-05,10,4640625,840
"NNK/S","3,5,2","AAABBBBBCC",1.49382716049383e-05,10,10209375,2520
"NNK/S","3,4,3","AAABBBBCCC",1.64320987654321e-05,10,22460625,4200
"NNK/S","3,3,4","AAABBBCCCC",1.80753086419754e-05,10,49413375,4200
"NNK/S","3,2,5","AAABBCCCCC",1.98828395061729e-05,10,108709425,2520
"NNK/S","3,1,6","AAABCCCCCC",2.18711234567902e-05,10,239160735,840
"NNK/S","3,0,7","AAACCCCCCC",2.40582358024691e-05,10,526153617,120
"NNK/S","2,8,0","AABBBBBBBB",1.37174211248286e-05,10,3515625,45
"NNK/S","2,7,1","AABBBBBBBC",1.50891632373114e-05,10,7734375,360
"NNK/S","2,6,2","AABBBBBBCC",1.65980795610425e-05,10,17015625,1260
"NNK/S","2,5,3","AABBBBBCCC",1.82578875171467e-05,10,37434375,2520
"NNK/S","2,4,4","AABBBBCCCC",2.00836762688615e-05,10,82355625,3150
"NNK/S","2,3,5","AABBBCCCCC",2.20920438957476e-05,10,181182375,2520
"NNK/S","2,2,6","AABBCCCCCC",2.43012482853225e-05,10,398601225,1260
"NNK/S","2,1,7","AABCCCCCCC",2.67313731138547e-05,10,876922695,360
"NNK/S","2,0,8","AACCCCCCCC",2.94045104252402e-05,10,1929229929,45
"NNK/S","1,9,0","ABBBBBBBBB",1.52415790275873e-05,10,5859375,10
"NNK/S","1,8,1","ABBBBBBBBC",1.67657369303461e-05,10,12890625,90
"NNK/S","1,7,2","ABBBBBBBCC",1.84423106233807e-05,10,28359375,360
"NNK/S","1,6,3","ABBBBBBCCC",2.02865416857187e-05,10,62390625,840
"NNK/S","1,5,4","ABBBBBCCCC",2.23151958542905e-05,10,137259375,1260
"NNK/S","1,4,5","ABBBBCCCCC",2.45467154397194e-05,10,301970625,1260
"NNK/S","1,3,6","ABBBCCCCCC",2.70013869836916e-05,10,664335375,840
"NNK/S","1,2,7","ABBCCCCCCC",2.97015256820608e-05,10,1461537825,360
"NNK/S","1,1,8","ABCCCCCCCC",3.26716782502669e-05,10,3215383215,90
"NNK/S","1,0,9","ACCCCCCCCC",3.59388460752936e-05,10,7073843073,10
"NNK/S","0,10,0","BBBBBBBBBB",1.69350878084303e-05,10,9765625,1
"NNK/S","0,9,1","BBBBBBBBBC",1.86285965892734e-05,10,21484375,10
"NNK/S","0,8,2","BBBBBBBBCC",2.04914562482007e-05,10,47265625,45
"NNK/S","0,7,3","BBBBBBBCCC",2.25406018730209e-05,10,103984375,120
"NNK/S","0,6,4","BBBBBBCCCC",2.4794662060323e-05,10,228765625,210
"NNK/S","0,5,5","BBBBBCCCCC",2.72741282663552e-05,10,503284375,252
"NNK/S","0,4,6","BBBBCCCCCC",3.00015410929906e-05,10,1107225625,210
"NNK/S","0,3,7","BBBCCCCCCC",3.30016952022894e-05,10,2435896375,120
"NNK/S","0,2,8","BBCCCCCCCC",3.63018647225187e-05,10,5358972025,45
"NNK/S","0,1,9","BCCCCCCCCC",3.99320511947705e-05,10,11789738455,10
"NNK/S","0,0,10","CCCCCCCCCC",4.39252563142477e-05,10,25937424601,1
"NNN","6,0,0,0,0","AAAAAA",0.000806348831180736,6,729,1
"NNN","5,1,0,0,0","AAAAAB",0.000895943145756373,6,1215,6
"NNN","5,0,1,0,0","AAAAAC",0.000134391471863456,6,243,6
"NNN","5,0,0,1,0","AAAAAD",0.000716754516605098,6,1944,6
"NNN","5,0,0,0,1","AAAAAE",8.95943145756373e-05,6,486,6
"NNN","4,2,0,0,0","AAAABB",0.000995492384173746,6,2025,15
"NNN","4,1,1,0,0","AAAABC",0.000149323857626062,6,405,30
"NNN","4,1,0,1,0","AAAABD",0.000796393907338997,6,3240,30
"NNN","4,1,0,0,1","AAAABE",9.95492384173746e-05,6,810,30
"NNN","4,0,2,0,0","AAAACC",2.23985786439093e-05,6,81,15
"NNN","4,0,1,1,0","AAAACD",0.00011945908610085,6,648,30
"NNN","4,0,1,0,1","AAAACE",1.49323857626062e-05,6,162,30
"NNN","4,0,0,2,0","AAAADD",0.000637115125871197,6,5184,15
"NNN","4,0,0,1,1","AAAADE",7.96393907338997e-05,6,1296,30
"NNN","4,0,0,0,2","AAAAEE",9.95492384173746e-06,6,324,15
"NNN","3,3,0,0,0","AAABBB",0.00110610264908194,6,3375,20
"NNN","3,2,1,0,0","AAABBC",0.000165915397362291,6,675,60
"NNN","3,2,0,1,0","AAABBD",0.000884882119265554,6,5400,60
"NNN","3,2,0,0,1","AAABBE",0.000110610264908194,6,1350,60
"NNN","3,1,2,0,0","AAABCC",2.48873096043437e-05,6,135,60
"NNN","3,1,1,1,0","AAABCD",0.000132732317889833,6,1080,120
"NNN","3,1,1,0,1","AAABCE",1.65915397362291e-05,6,270,120
"NNN","3,1,0,2,0","AAABDD",0.000707905695412442,6,8640,60
"NNN","3,1,0,1,1","AAABDE",8.84882119265553e-05,6,2160,120
"NNN","3,1,0,0,2","AAABEE",1.10610264908194e-05,6,540,60
"NNN","3,0,3,0,0","AAACCC",3.73309644065155e-06,6,27,20
"NNN","3,0,2,1,0","AAACCD",1.9909847683475e-05,6,216,60
"NNN","3,0,2,0,1","AAACCE",2.48873096043437e-06,6,54,60
"NNN","3,0,1,2,0","AAACDD",0.000106185854311867,6,1728,60
"NNN","3,0,1,1,1","AAACDE",1.32732317889833e-05,6,432,120
"NNN","3,0,1,0,2","AAACEE",1.65915397362291e-06,6,108,60
"NNN","3,0,0,3,0","AAADDD",0.000566324556329953,6,13824,20
"NNN","3,0,0,2,1","AAADDE",7.07905695412441e-05,6,3456,60
"NNN","3,0,0,1,2","AAADEE",8.84882119265552e-06,6,864,60
"NNN","3,0,0,0,3","AAAEEE",1.10610264908194e-06,6,216,20
"NNN","2,4,0,0,0","AABBBB",0.00122900294342437,6,5625,15
"NNN","2,3,1,0,0","AABBBC",0.000184350441513656,6,1125,60
"NNN","2,3,0,1,0","AABBBD",0.000983202354739498,6,9000,60
"NNN","2,3,0,0,1","AABBBE",0.000122900294342437,6,2250,60
"NNN","2,2,2,0,0","AABBCC",2.76525662270484e-05,6,225,90
"NNN","2,2,1,1,0","AABBCD",0.000147480353210925,6,1800,180
"NNN","2,2,1,0,1","AABBCE",1.84350441513656e-05,6,450,180
"NNN","2,2,0,2,0","AABBDD",0.000786561883791599,6,14400,90
"NNN","2,2,0,1,1","AABBDE",9.83202354739498e-05,6,3600,180
"NNN","2,2,0,0,2","AABBEE",1.22900294342437e-05,6,900,90
"NNN","2,1,3,0,0","AABCCC",4.14788493405728e-06,6,45,60
"NNN","2,1,2,1,0","AABCCD",2.21220529816388e-05,6,360,180
"NNN","2,1,2,0,1","AABCCE",2.76525662270485e-06,6,90,180
"NNN","2,1,1,2,0","AABCDD",0.000117984282568741,6,2880,180
"NNN","2,1,1,1,1","AABCDE",1.47480353210926e-05,6,720,360
"NNN","2,1,1,0,2","AABCEE",1.84350441513657e-06,6,180,180
"NNN","2,1,0,3,0","AABDDD",0.00062924950703328,6,23040,60
"NNN","2,1,0,2,1","AABDDE",7.865618837916e-05,6,5760,180
"NNN","2,1,0,1,2","AABDEE",9.83202354739502e-06,6,1440,180
"NNN","2,1,0,0,3","AABEEE",1.22900294342437e-06,6,360,60
"NNN","2,0,4,0,0","AACCCC",6.22182740108593e-07,6,9,15
"NNN","2,0,3,1,0","AACCCD",3.31830794724583e-06,6,72,60
"NNN","2,0,3,0,1","AACCCE",4.14788493405729e-07,6,18,60
"NNN","2,0,2,2,0","AACCDD",1.76976423853111e-05,6,576,90
"NNN","2,0,2,1,1","AACCDE",2.21220529816388e-06,6,144,180
"NNN","2,0,2,0,2","AACCEE",2.76525662270485e-07,6,36,90
"NNN","2,0,1,3,0","AACDDD",9.43874260549923e-05,6,4608,60
"NNN","2,0,1,2,1","AACDDE",1.1798428256874e-05,6,1152,180
"NNN","2,0,1,1,2","AACDEE",1.47480353210926e-06,6,288,180
"NNN","2,0,1,0,3","AACEEE",1.84350441513657e-07,6,72,60
"NNN","2,0,0,4,0","AADDDD",0.000503399605626625,6,36864,15
"NNN","2,0,0,3,1","AADDDE",6.29249507033281e-05,6,9216,60
"NNN","2,0,0,2,2","AADDEE",7.865618837916e-06,6,2304,90
"NNN","2,0,0,1,3","AADEEE",9.83202354739502e-07,6,576,60
"NNN","2,0,0,0,4","AAEEEE",1.22900294342437e-07,6,144,15
"NNN","1,5,0,0,0","ABBBBB",0.00136555882602708,6,9375,6
"NNN","1,4,1,0,0","ABBBBC",0.000204833823904063,6,1875,30
"NNN","1,4,0,1,0","ABBBBD",0.00109244706082167,6,15000,30
"NNN","1,4,0,0,1","ABBBBE",0.000136555882602708,6,3750,30
"NNN","1,3,2,0,0","ABBBCC",3.07250735856094e-05,6,375,60
"NNN","1,3,1,1,0","ABBBCD",0.00016386705912325,6,3000,120
"NNN","1,3,1,0,1","ABBBCE",2.04833823904063e-05,6,750,120
"NNN","1,3,0,2,0","ABBBDD",0.000873957648657334,6,24000,60
"NNN","1,3,0,1,1","ABBBDE",0.000109244706082167,6,6000,120
"NNN","1,3,0,0,2","ABBBEE",1.36555882602708e-05,6,1500,60
"NNN","1,2,3,0,0","ABBCCC",4.60876103784142e-06,6,75,60
"NNN","1,2,2,1,0","ABBCCD",2.45800588684876e-05,6,600,180
"NNN","1,2,2,0,1","ABBCCE",3.07250735856095e-06,6,150,180
"NNN","1,2,1,2,0","ABBCDD",0.0001310936472986,6,4800,180
"NNN","1,2,1,1,1","ABBCDE",1.6386705912325e-05,6,1200,360
"NNN","1,2,1,0,2","ABBCEE",2.04833823904063e-06,6,300,180
"NNN","1,2,0,3,0","ABBDDD",0.000699166118925868,6,38400,60
"NNN","1,2,0,2,1","ABBDDE",8.73957648657336e-05,6,9600,180
"NNN","1,2,0,1,2","ABBDEE",1.09244706082167e-05,6,2400,180
"NNN","1,2,0,0,3","ABBEEE",1.36555882602708e-06,6,600,60
"NNN","1,1,4,0,0","ABCCCC",6.91314155676214e-07,6,15,30
"NNN","1,1,3,1,0","ABCCCD",3.68700883027314e-06,6,120,120
"NNN","1,1,3,0,1","ABCCCE",4.60876103784142e-07,6,30,120
"NNN","1,1,2,2,0","ABCCDD",1.966404709479e-05,6,960,180
"NNN","1,1,2,1,1","ABCCDE",2.45800588684876e-06,6,240,360
"NNN","1,1,2,0,2","ABCCEE",3.07250735856094e-07,6,60,180
"NNN","1,1,1,3,0","ABCDDD",0.000104874917838881,6,7680,120
"NNN","1,1,1,2,1","ABCDDE",1.31093647298601e-05,6,1920,360
"NNN","1,1,1,1,2","ABCDEE",1.63867059123251e-06,6,480,360
"NNN","1,1,1,0,3","ABCEEE",2.04833823904063e-07,6,120,120
"NNN","1,1,0,4,0","ABDDDD",0.000559332895140694,6,61440,30
"NNN","1,1,0,3,1","ABDDDE",6.99166118925868e-05,6,15360,120
"NNN","1,1,0,2,2","ABDDEE",8.73957648657336e-06,6,3840,180
"NNN","1,1,0,1,3","ABDEEE",1.09244706082167e-06,6,960,120
"NNN","1,1,0,0,4","ABEEEE",1.36555882602708e-07,6,240,30
"NNN","1,0,5,0,0","ACCCCC",1.03697123351433e-07,6,3,6
"NNN","1,0,4,1,0","ACCCCD",5.53051324540974e-07,6,24,30
"NNN","1,0,4,0,1","ACCCCE",6.91314155676217e-08,6,6,30
"NNN","1,0,3,2,0","ACCCDD",2.94960706421852e-06,6,192,60
"NNN","1,0,3,1,1","ACCCDE",3.68700883027315e-07,6,48,120
"NNN","1,0,3,0,2","ACCCEE",4.60876103784142e-08,6,12,60
"NNN","1,0,2,3,0","ACCDDD",1.57312376758321e-05,6,1536,60
"NNN","1,0,2,2,1","ACCDDE",1.96640470947901e-06,6,384,180
"NNN","1,0,2,1,2","ACCDEE",2.45800588684877e-07,6,96,180
"NNN","1,0,2,0,3","ACCEEE",3.07250735856096e-08,6,24,60
"NNN","1,0,1,4,0","ACDDDD",8.38999342711043e-05,6,12288,30
"NNN","1,0,1,3,1","ACDDDE",1.0487491783888e-05,6,3072,120
"NNN","1,0,1,2,2","ACDDEE",1.310936472986e-06,6,768,180
"NNN","1,0,1,1,3","ACDEEE",1.63867059123251e-07,6,192,120
"NNN","1,0,1,0,4","ACEEEE",2.04833823904064e-08,6,48,30
"NNN","1,0,0,5,0","ADDDDD",0.000447466316112556,6,98304,6
"NNN","1,0,0,4,1","ADDDDE",5.59332895140695e-05,6,24576,30
"NNN","1,0,0,3,2","ADDDEE",6.99166118925871e-06,6,6144,60
"NNN","1,0,0,2,3","ADDEEE",8.73957648657336e-07,6,1536,60
"NNN","1,0,0,1,4","ADEEEE",1.09244706082167e-07,6,384,30
"NNN","1,0,0,0,5","AEEEEE",1.36555882602708e-08,6,96,6
"NNN","0,6,0,0,0","BBBBBB",0.00151728758447454,6,15625,1
"NNN","0,5,1,0,0","BBBBBC",0.000227593137671181,6,3125,6
"NNN","0,5,0,1,0","BBBBBD",0.00121383006757963,6,25000,6
"NNN","0,5,0,0,1","BBBBBE",0.000151728758447454,6,6250,6
"NNN","0,4,2,0,0","BBBBCC",3.41389706506772e-05,6,625,15
"NNN","0,4,1,1,0","BBBBCD",0.000182074510136945,6,5000,30
"NNN","0,4,1,0,1","BBBBCE",2.27593137671181e-05,6,1250,30
"NNN","0,4,0,2,0","BBBBDD",0.000971064054063707,6,40000,15
"NNN","0,4,0,1,1","BBBBDE",0.000121383006757963,6,10000,30
"NNN","0,4,0,0,2","BBBBEE",1.51728758447454e-05,6,2500,15
"NNN","0,3,3,0,0","BBBCCC",5.12084559760154e-06,6,125,20
"NNN","0,3,2,1,0","BBBCCD",2.73111765205416e-05,6,1000,60
"NNN","0,3,2,0,1","BBBCCE",3.41389706506769e-06,6,250,60
"NNN","0,3,1,2,0","BBBCDD",0.000145659608109556,6,8000,60
"NNN","0,3,1,1,1","BBBCDE",1.82074510136945e-05,6,2000,120
"NNN","0,3,1,0,2","BBBCEE",2.27593137671181e-06,6,500,60
"NNN","0,3,0,3,0","BBBDDD",0.00077685124325097,6,64000,20
"NNN","0,3,0,2,1","BBBDDE",9.71064054063712e-05,6,16000,60
"NNN","0,3,0,1,2","BBBDEE",1.21383006757964e-05,6,4000,60
"NNN","0,3,0,0,3","BBBEEE",1.51728758447454e-06,6,1000,20
"NNN","0,2,4,0,0","BBCCCC",7.68126839640234e-07,6,25,15
"NNN","0,2,3,1,0","BBCCCD",4.09667647808125e-06,6,200,60
"NNN","0,2,3,0,1","BBCCCE",5.12084559760156e-07,6,50,60
"NNN","0,2,2,2,0","BBCCDD",2.18489412164334e-05,6,1600,90
"NNN","0,2,2,1,1","BBCCDE",2.73111765205417e-06,6,400,180
"NNN","0,2,2,0,2","BBCCEE",3.41389706506773e-07,6,100,90
"NNN","0,2,1,3,0","BBCDDD",0.000116527686487644,6,12800,60
"NNN","0,2,1,2,1","BBCDDE",1.45659608109556e-05,6,3200,180
"NNN","0,2,1,1,2","BBCDEE",1.82074510136945e-06,6,800,180
"NNN","0,2,1,0,3","BBCEEE",2.27593137671181e-07,6,200,60
"NNN","0,2,0,4,0","BBDDDD",0.000621480994600773,6,102400,15
"NNN","0,2,0,3,1","BBDDDE",7.76851243250966e-05,6,25600,60
"NNN","0,2,0,2,2","BBDDEE",9.71064054063708e-06,6,6400,90
"NNN","0,2,0,1,3","BBDEEE",1.21383006757964e-06,6,1600,60
"NNN","0,2,0,0,4","BBEEEE",1.51728758447454e-07,6,400,15
"NNN","0,1,5,0,0","BCCCCC",1.15219025946036e-07,6,5,6
"NNN","0,1,4,1,0","BCCCCD",6.1450147171219e-07,6,40,30
"NNN","0,1,4,0,1","BCCCCE",7.68126839640237e-08,6,10,30
"NNN","0,1,3,2,0","BCCCDD",3.277341182465e-06,6,320,60
"NNN","0,1,3,1,1","BCCCDE",4.09667647808125e-07,6,80,120
"NNN","0,1,3,0,2","BCCCEE",5.12084559760156e-08,6,20,60
"NNN","0,1,2,3,0","BCCDDD",1.74791529731467e-05,6,2560,60
"NNN","0,1,2,2,1","BCCDDE",2.18489412164334e-06,6,640,180
"NNN","0,1,2,1,2","BCCDEE",2.73111765205417e-07,6,160,180
"NNN","0,1,2,0,3","BCCEEE",3.41389706506773e-08,6,40,60
"NNN","0,1,1,4,0","BCDDDD",9.32221491901158e-05,6,20480,30
"NNN","0,1,1,3,1","BCDDDE",1.16527686487645e-05,6,5120,120
"NNN","0,1,1,2,2","BCDDEE",1.45659608109556e-06,6,1280,180
"NNN","0,1,1,1,3","BCDEEE",1.82074510136945e-07,6,320,120
"NNN","0,1,1,0,4","BCEEEE",2.27593137671181e-08,6,80,30
"NNN","0,1,0,5,0","BDDDDD",0.000497184795680616,6,163840,6
"NNN","0,1,0,4,1","BDDDDE",6.21480994600769e-05,6,40960,30
"NNN","0,1,0,3,2","BDDDEE",7.76851243250963e-06,6,10240,60
"NNN","0,1,0,2,3","BDDEEE",9.71064054063705e-07,6,2560,60
"NNN","0,1,0,1,4","BDEEEE",1.21383006757964e-07,6,640,30
"NNN","0,1,0,0,5","BEEEEE",1.51728758447454e-08,6,160,6
"NNN","0,0,6,0,0","CCCCCC",1.72828538919053e-08,6,1,1
"NNN","0,0,5,1,0","CCCCCD",9.21752207568285e-08,6,8,6
"NNN","0,0,5,0,1","CCCCCE",1.15219025946036e-08,6,2,6
"NNN","0,0,4,2,0","CCCCDD",4.91601177369752e-07,6,64,15
"NNN","0,0,4,1,1","CCCCDE",6.1450147171219e-08,6,16,30
"NNN","0,0,4,0,2","CCCCEE",7.68126839640237e-09,6,4,15
"NNN","0,0,3,3,0","CCCDDD",2.62187294597201e-06,6,512,20
"NNN","0,0,3,2,1","CCCDDE",3.27734118246501e-07,6,128,60
"NNN","0,0,3,1,2","CCCDEE",4.09667647808125e-08,6,32,60
"NNN","0,0,3,0,3","CCCEEE",5.12084559760159e-09,6,8,20
"NNN","0,0,2,4,0","CCDDDD",1.39833223785174e-05,6,4096,15
"NNN","0,0,2,3,1","CCDDDE",1.74791529731467e-06,6,1024,60
"NNN","0,0,2,2,2","CCDDEE",2.18489412164335e-07,6,256,90
"NNN","0,0,2,1,3","CCDEEE",2.73111765205418e-08,6,64,60
"NNN","0,0,2,0,4","CCEEEE",3.41389706506773e-09,6,16,15
"NNN","0,0,1,5,0","CDDDDD",7.45777193520927e-05,6,32768,6
"NNN","0,0,1,4,1","CDDDDE",9.32221491901159e-06,6,8192,30
"NNN","0,0,1,3,2","CDDDEE",1.16527686487645e-06,6,2048,60
"NNN","0,0,1,2,3","CDDEEE",1.45659608109556e-07,6,512,60
"NNN","0,0,1,1,4","CDEEEE",1.82074510136945e-08,6,128,30
"NNN","0,0,1,0,5","CEEEEE",2.27593137671181e-09,6,32,6
"NNN","0,0,0,6,0","DDDDDD",0.000397747836544494,6,262144,1
"NNN","0,0,0,5,1","DDDDDE",4.97184795680617e-05,6,65536,6
"NNN","0,0,0,4,2","DDDDEE",6.21480994600773e-06,6,16384,15
"NNN","0,0,0,3,3","DDDEEE",7.76851243250966e-07,6,4096,20
"NNN","0,0,0,2,4","DDEEEE",9.71064054063705e-08,6,1024,15
"NNN","0,0,0,1,5","DEEEEE",1.21383006757964e-08,6,256,6
"NNN","0,0,0,0,6","EEEEEE",1.51728758447454e-09,6,64,1
"NNN","7,0,0,0,0","AAAAAAA",0.000246004728156835,7,2187,1
"NNN","6,1,0,0,0","AAAAAAB",0.000273338586840927,7,3645,7
"NNN","6,0,1,0,0","AAAAAAC",4.10007880261391e-05,7,729,7
"NNN","6,0,0,1,0","AAAAAAD",0.000218670869472742,7,5832,7
"NNN","6,0,0,0,1","AAAAAAE",2.73338586840927e-05,7,1458,7
"NNN","5,2,0,0,0","AAAAABB",0.000303709540934364,7,6075,21
"NNN","5,1,1,0,0","AAAAABC",4.55564311401546e-05,7,1215,42
"NNN","5,1,0,1,0","AAAAABD",0.000242967632747491,7,9720,42
"NNN","5,1,0,0,1","AAAAABE",3.03709540934364e-05,7,2430,42
"NNN","5,0,2,0,0","AAAAACC",6.83346467102319e-06,7,243,21
"NNN","5,0,1,1,0","AAAAACD",3.64451449121237e-05,7,1944,42
"NNN","5,0,1,0,1","AAAAACE",4.55564311401546e-06,7,486,42
"NNN","5,0,0,2,0","AAAAADD",0.000194374106197993,7,15552,21
"NNN","5,0,0,1,1","AAAAADE",2.42967632747491e-05,7,3888,42
"NNN","5,0,0,0,2","AAAAAEE",3.03709540934364e-06,7,972,21
"NNN","4,3,0,0,0","AAAABBB",0.000337455045482626,7,10125,35
"NNN","4,2,1,0,0","AAAABBC",5.06182568223939e-05,7,2025,105
"NNN","4,2,0,1,0","AAAABBD",0.000269964036386101,7,16200,105
"NNN","4,2,0,0,1","AAAABBE",3.37455045482626e-05,7,4050,105
"NNN","4,1,2,0,0","AAAABCC",7.59273852335909e-06,7,405,105
"NNN","4,1,1,1,0","AAAABCD",4.04946054579151e-05,7,3240,210
"NNN","4,1,1,0,1","AAAABCE",5.06182568223939e-06,7,810,210
"NNN","4,1,0,2,0","AAAABDD",0.000215971229108881,7,25920,105
"NNN","4,1,0,1,1","AAAABDE",2.69964036386101e-05,7,6480,210
"NNN","4,1,0,0,2","AAAABEE",3.37455045482626e-06,7,1620,105
"NNN","4,0,3,0,0","AAAACCC",1.13891077850386e-06,7,81,35
"NNN","4,0,2,1,0","AAAACCD",6.07419081868727e-06,7,648,105
"NNN","4,0,2,0,1","AAAACCE",7.59273852335908e-07,7,162,105
