"scheme","Counts","samp.encoding","probs","k","di","choices"
"NNB","1,5,1,2,0","ABBBBBCDD",4.67693211754735e-07,9,5760,1512
"NNB","1,5,1,1,1","ABBBBBCDE",1.94872171564473e-07,9,4800,3024
"NNB","1,5,1,0,2","ABBBBBCEE",8.11967381518636e-08,9,4000,1512
"NNB","1,5,0,3,0","ABBBBBDDD",3.74154569403786e-07,9,6912,504
"NNB","1,5,0,2,1","ABBBBBDDE",1.55897737251578e-07,9,5760,1512
"NNB","1,5,0,1,2","ABBBBBDEE",6.49573905214909e-08,9,4800,1512
"NNB","1,5,0,0,3","ABBBBBEEE",2.70655793839545e-08,9,4000,504
"NNB","1,4,4,0,0","ABBBBCCCC",1.3701949563127e-06,9,10000,630
"NNB","1,4,3,1,0","ABBBBCCCD",1.09615596505016e-06,9,12000,2520
"NNB","1,4,3,0,1","ABBBBCCCE",4.56731652104232e-07,9,10000,2520
"NNB","1,4,2,2,0","ABBBBCCDD",8.76924772040127e-07,9,14400,3780
"NNB","1,4,2,1,1","ABBBBCCDE",3.65385321683387e-07,9,12000,7560
"NNB","1,4,2,0,2","ABBBBCCEE",1.52243884034744e-07,9,10000,3780
"NNB","1,4,1,3,0","ABBBBCDDD",7.01539817632103e-07,9,17280,2520
"NNB","1,4,1,2,1","ABBBBCDDE",2.9230825734671e-07,9,14400,7560
"NNB","1,4,1,1,2","ABBBBCDEE",1.21795107227796e-07,9,12000,7560
"NNB","1,4,1,0,3","ABBBBCEEE",5.07479613449148e-08,9,10000,2520
"NNB","1,4,0,4,0","ABBBBDDDD",5.61231854105681e-07,9,20736,630
"NNB","1,4,0,3,1","ABBBBDDDE",2.33846605877368e-07,9,17280,2520
"NNB","1,4,0,2,2","ABBBBDDEE",9.74360857822365e-08,9,14400,3780
"NNB","1,4,0,1,3","ABBBBDEEE",4.0598369075932e-08,9,12000,2520
"NNB","1,4,0,0,4","ABBBBEEEE",1.69159871149715e-08,9,10000,630
"NNB","1,3,5,0,0","ABBBCCCCC",2.56911554308632e-06,9,25000,504
"NNB","1,3,4,1,0","ABBBCCCCD",2.05529243446905e-06,9,30000,2520
"NNB","1,3,4,0,1","ABBBCCCCE",8.56371847695438e-07,9,25000,2520
"NNB","1,3,3,2,0","ABBBCCCDD",1.64423394757524e-06,9,36000,5040
"NNB","1,3,3,1,1","ABBBCCCDE",6.85097478156351e-07,9,30000,10080
"NNB","1,3,3,0,2","ABBBCCCEE",2.85457282565147e-07,9,25000,5040
"NNB","1,3,2,3,0","ABBBCCDDD",1.31538715806019e-06,9,43200,5040
"NNB","1,3,2,2,1","ABBBCCDDE",5.4807798252508e-07,9,36000,15120
"NNB","1,3,2,1,2","ABBBCCDEE",2.28365826052117e-07,9,30000,15120
"NNB","1,3,2,0,3","ABBBCCEEE",9.51524275217155e-08,9,25000,5040
"NNB","1,3,1,4,0","ABBBCDDDD",1.05230972644816e-06,9,51840,2520
"NNB","1,3,1,3,1","ABBBCDDDE",4.38462386020065e-07,9,43200,10080
"NNB","1,3,1,2,2","ABBBCDDEE",1.82692660841693e-07,9,36000,15120
"NNB","1,3,1,1,3","ABBBCDEEE",7.61219420173723e-08,9,30000,10080
"NNB","1,3,1,0,4","ABBBCEEEE",3.17174758405719e-08,9,25000,2520
"NNB","1,3,0,5,0","ABBBDDDDD",8.41847781158519e-07,9,62208,504
"NNB","1,3,0,4,1","ABBBDDDDE",3.5076990881605e-07,9,51840,2520
"NNB","1,3,0,3,2","ABBBDDDEE",1.46154128673354e-07,9,43200,5040
"NNB","1,3,0,2,3","ABBBDDEEE",6.08975536138977e-08,9,36000,5040
"NNB","1,3,0,1,4","ABBBDEEEE",2.53739806724573e-08,9,30000,2520
"NNB","1,3,0,0,5","ABBBEEEEE",1.05724919468573e-08,9,25000,504
"NNB","1,2,6,0,0","ABBCCCCCC",4.81709164328679e-06,9,62500,252
"NNB","1,2,5,1,0","ABBCCCCCD",3.85367331462944e-06,9,75000,1512
"NNB","1,2,5,0,1","ABBCCCCCE",1.60569721442893e-06,9,62500,1512
"NNB","1,2,4,2,0","ABBCCCCDD",3.08293865170355e-06,9,90000,3780
"NNB","1,2,4,1,1","ABBCCCCDE",1.28455777154314e-06,9,75000,7560
"NNB","1,2,4,0,2","ABBCCCCEE",5.35232404809644e-07,9,62500,3780
"NNB","1,2,3,3,0","ABBCCCDDD",2.46635092136285e-06,9,108000,5040
"NNB","1,2,3,2,1","ABBCCCDDE",1.02764621723452e-06,9,90000,15120
"NNB","1,2,3,1,2","ABBCCCDEE",4.28185923847716e-07,9,75000,15120
"NNB","1,2,3,0,3","ABBCCCEEE",1.78410801603214e-07,9,62500,5040
"NNB","1,2,2,4,0","ABBCCDDDD",1.97308073709027e-06,9,129600,3780
"NNB","1,2,2,3,1","ABBCCDDDE",8.22116973787613e-07,9,108000,15120
"NNB","1,2,2,2,2","ABBCCDDEE",3.42548739078172e-07,9,90000,22680
"NNB","1,2,2,1,3","ABBCCDEEE",1.42728641282571e-07,9,75000,15120
"NNB","1,2,2,0,4","ABBCCEEEE",5.94702672010719e-08,9,62500,3780
"NNB","1,2,1,5,0","ABBCDDDDD",1.57846458967223e-06,9,155520,1512
"NNB","1,2,1,4,1","ABBCDDDDE",6.57693579030096e-07,9,129600,7560
"NNB","1,2,1,3,2","ABBCDDDEE",2.74038991262541e-07,9,108000,15120
"NNB","1,2,1,2,3","ABBCDDEEE",1.14182913026059e-07,9,90000,15120
"NNB","1,2,1,1,4","ABBCDEEEE",4.75762137608575e-08,9,75000,7560
"NNB","1,2,1,0,5","ABBCEEEEE",1.98234224003571e-08,9,62500,1512
"NNB","1,2,0,6,0","ABBDDDDDD",1.26277167173778e-06,9,186624,252
"NNB","1,2,0,5,1","ABBDDDDDE",5.26154863224075e-07,9,155520,1512
"NNB","1,2,0,4,2","ABBDDDDEE",2.19231193010032e-07,9,129600,3780
"NNB","1,2,0,3,3","ABBDDDEEE",9.13463304208466e-08,9,108000,5040
"NNB","1,2,0,2,4","ABBDDEEEE",3.80609710086861e-08,9,90000,3780
"NNB","1,2,0,1,5","ABBDEEEEE",1.58587379202859e-08,9,75000,1512
"NNB","1,2,0,0,6","ABBEEEEEE",6.60780746678578e-09,9,62500,252
"NNB","1,1,7,0,0","ABCCCCCCC",9.03204683116285e-06,9,156250,72
"NNB","1,1,6,1,0","ABCCCCCCD",7.22563746493028e-06,9,187500,504
"NNB","1,1,6,0,1","ABCCCCCCE",3.01068227705429e-06,9,156250,504
"NNB","1,1,5,2,0","ABCCCCCDD",5.7805099719442e-06,9,225000,1512
"NNB","1,1,5,1,1","ABCCCCCDE",2.40854582164342e-06,9,187500,3024
"NNB","1,1,5,0,2","ABCCCCCEE",1.00356075901809e-06,9,156250,1512
"NNB","1,1,4,3,0","ABCCCCDDD",4.62440797755537e-06,9,270000,2520
"NNB","1,1,4,2,1","ABCCCCDDE",1.92683665731474e-06,9,225000,7560
"NNB","1,1,4,1,2","ABCCCCDEE",8.02848607214474e-07,9,187500,7560
"NNB","1,1,4,0,3","ABCCCCEEE",3.34520253006032e-07,9,156250,2520
"NNB","1,1,3,4,0","ABCCCDDDD",3.69952638204429e-06,9,324000,2520
"NNB","1,1,3,3,1","ABCCCDDDE",1.54146932585179e-06,9,270000,10080
"NNB","1,1,3,2,2","ABCCCDDEE",6.42278885771578e-07,9,225000,15120
"NNB","1,1,3,1,3","ABCCCDEEE",2.67616202404824e-07,9,187500,10080
"NNB","1,1,3,0,4","ABCCCEEEE",1.1150675100201e-07,9,156250,2520
"NNB","1,1,2,5,0","ABCCDDDDD",2.95962110563544e-06,9,388800,1512
"NNB","1,1,2,4,1","ABCCDDDDE",1.23317546068143e-06,9,324000,7560
"NNB","1,1,2,3,2","ABCCDDDEE",5.13823108617263e-07,9,270000,15120
"NNB","1,1,2,2,3","ABCCDDEEE",2.1409296192386e-07,9,225000,15120
"NNB","1,1,2,1,4","ABCCDEEEE",8.92054008016082e-08,9,187500,7560
"NNB","1,1,2,0,5","ABCCEEEEE",3.71689170006702e-08,9,156250,1512
"NNB","1,1,1,6,0","ABCDDDDDD",2.36769688450835e-06,9,466560,504
"NNB","1,1,1,5,1","ABCDDDDDE",9.86540368545145e-07,9,388800,3024
"NNB","1,1,1,4,2","ABCDDDDEE",4.11058486893811e-07,9,324000,7560
"NNB","1,1,1,3,3","ABCDDDEEE",1.71274369539088e-07,9,270000,10080
"NNB","1,1,1,2,4","ABCDDEEEE",7.13643206412863e-08,9,225000,7560
"NNB","1,1,1,1,5","ABCDEEEEE",2.9735133600536e-08,9,187500,3024
"NNB","1,1,1,0,6","ABCEEEEEE",1.23896390002233e-08,9,156250,504
"NNB","1,1,0,7,0","ABDDDDDDD",1.89415750760668e-06,9,559872,72
"NNB","1,1,0,6,1","ABDDDDDDE",7.89232294836114e-07,9,466560,504
"NNB","1,1,0,5,2","ABDDDDDEE",3.28846789515048e-07,9,388800,1512
"NNB","1,1,0,4,3","ABDDDDEEE",1.3701949563127e-07,9,324000,2520
"NNB","1,1,0,3,4","ABDDDEEEE",5.7091456513029e-08,9,270000,2520
"NNB","1,1,0,2,5","ABDDEEEEE",2.37881068804288e-08,9,225000,1512
"NNB","1,1,0,1,6","ABDEEEEEE",9.91171120017866e-09,9,187500,504
"NNB","1,1,0,0,7","ABEEEEEEE",4.12987966674112e-09,9,156250,72
"NNB","1,0,8,0,0","ACCCCCCCC",1.69350878084302e-05,9,390625,9
"NNB","1,0,7,1,0","ACCCCCCCD",1.35480702467442e-05,9,468750,72
"NNB","1,0,7,0,1","ACCCCCCCE",5.64502926947673e-06,9,390625,72
"NNB","1,0,6,2,0","ACCCCCCDD",1.08384561973953e-05,9,562500,252
"NNB","1,0,6,1,1","ACCCCCCDE",4.51602341558139e-06,9,468750,504
"NNB","1,0,6,0,2","ACCCCCCEE",1.88167642315891e-06,9,390625,252
"NNB","1,0,5,3,0","ACCCCCDDD",8.67076495791628e-06,9,675000,504
"NNB","1,0,5,2,1","ACCCCCDDE",3.61281873246512e-06,9,562500,1512
"NNB","1,0,5,1,2","ACCCCCDEE",1.50534113852713e-06,9,468750,1512
"NNB","1,0,5,0,3","ACCCCCEEE",6.27225474386304e-07,9,390625,504
"NNB","1,0,4,4,0","ACCCCDDDD",6.936611966333e-06,9,810000,630
"NNB","1,0,4,3,1","ACCCCDDDE",2.89025498597209e-06,9,675000,2520
"NNB","1,0,4,2,2","ACCCCDDEE",1.2042729108217e-06,9,562500,3780
"NNB","1,0,4,1,3","ACCCCDEEE",5.01780379509043e-07,9,468750,2520
"NNB","1,0,4,0,4","ACCCCEEEE",2.09075158128768e-07,9,390625,630
"NNB","1,0,3,5,0","ACCCDDDDD",5.54928957306641e-06,9,972000,504
"NNB","1,0,3,4,1","ACCCDDDDE",2.31220398877768e-06,9,810000,2520
"NNB","1,0,3,3,2","ACCCDDDEE",9.63418328657365e-07,9,675000,5040
"NNB","1,0,3,2,3","ACCCDDEEE",4.01424303607235e-07,9,562500,5040
"NNB","1,0,3,1,4","ACCCDEEEE",1.67260126503014e-07,9,468750,2520
"NNB","1,0,3,0,5","ACCCEEEEE",6.96917193762563e-08,9,390625,504
"NNB","1,0,2,6,0","ACCDDDDDD",4.43943165845316e-06,9,1166400,252
"NNB","1,0,2,5,1","ACCDDDDDE",1.84976319102215e-06,9,972000,1512
"NNB","1,0,2,4,2","ACCDDDDEE",7.70734662925894e-07,9,810000,3780
"NNB","1,0,2,3,3","ACCDDDEEE",3.2113944288579e-07,9,675000,5040
"NNB","1,0,2,2,4","ACCDDEEEE",1.33808101202412e-07,9,562500,3780
"NNB","1,0,2,1,5","ACCDEEEEE",5.57533755010051e-08,9,468750,1512
"NNB","1,0,2,0,6","ACCEEEEEE",2.32305731254187e-08,9,390625,252
"NNB","1,0,1,7,0","ACDDDDDDD",3.55154532676251e-06,9,1399680,72
"NNB","1,0,1,6,1","ACDDDDDDE",1.47981055281771e-06,9,1166400,504
"NNB","1,0,1,5,2","ACDDDDDEE",6.16587730340713e-07,9,972000,1512
"NNB","1,0,1,4,3","ACDDDDEEE",2.56911554308631e-07,9,810000,2520
"NNB","1,0,1,3,4","ACDDDEEEE",1.07046480961929e-07,9,675000,2520
"NNB","1,0,1,2,5","ACDDEEEEE",4.46027004008038e-08,9,562500,1512
"NNB","1,0,1,1,6","ACDEEEEEE",1.85844585003349e-08,9,468750,504
"NNB","1,0,1,0,7","ACEEEEEEE",7.74352437513959e-09,9,390625,72
"NNB","1,0,0,8,0","ADDDDDDDD",2.84123626141003e-06,9,1679616,9
"NNB","1,0,0,7,1","ADDDDDDDE",1.18384844225418e-06,9,1399680,72
"NNB","1,0,0,6,2","ADDDDDDEE",4.93270184272571e-07,9,1166400,252
"NNB","1,0,0,5,3","ADDDDDEEE",2.05529243446904e-07,9,972000,504
"NNB","1,0,0,4,4","ADDDDEEEE",8.56371847695434e-08,9,810000,630
"NNB","1,0,0,3,5","ADDDEEEEE",3.56821603206432e-08,9,675000,504
"NNB","1,0,0,2,6","ADDEEEEEE",1.4867566800268e-08,9,562500,252
"NNB","1,0,0,1,7","ADEEEEEEE",6.19481950011166e-09,9,468750,72
"NNB","1,0,0,0,8","AEEEEEEEE",2.5811747917132e-09,9,390625,9
"NNB","0,9,0,0,0","BBBBBBBBB",1.77376981050685e-07,9,512,1
"NNB","0,8,1,0,0","BBBBBBBBC",3.32581839470034e-07,9,1280,9
"NNB","0,8,0,1,0","BBBBBBBBD",2.66065471576027e-07,9,1536,9
"NNB","0,8,0,0,1","BBBBBBBBE",1.10860613156678e-07,9,1280,9
"NNB","0,7,2,0,0","BBBBBBBCC",6.23590949006312e-07,9,3200,36
"NNB","0,7,1,1,0","BBBBBBBCD",4.98872759205049e-07,9,3840,72
"NNB","0,7,1,0,1","BBBBBBBCE",2.07863649668771e-07,9,3200,72
"NNB","0,7,0,2,0","BBBBBBBDD",3.9909820736404e-07,9,4608,36
"NNB","0,7,0,1,1","BBBBBBBDE",1.66290919735017e-07,9,3840,72
"NNB","0,7,0,0,2","BBBBBBBEE",6.92878832229235e-08,9,3200,36
"NNB","0,6,3,0,0","BBBBBBCCC",1.16923302938683e-06,9,8000,84
"NNB","0,6,2,1,0","BBBBBBCCD",9.35386423509465e-07,9,9600,252
"NNB","0,6,2,0,1","BBBBBBCCE",3.89744343128944e-07,9,8000,252
"NNB","0,6,1,2,0","BBBBBBCDD",7.48309138807572e-07,9,11520,252
"NNB","0,6,1,1,1","BBBBBBCDE",3.11795474503155e-07,9,9600,504
"NNB","0,6,1,0,2","BBBBBBCEE",1.29914781042981e-07,9,8000,252
"NNB","0,6,0,3,0","BBBBBBDDD",5.9864731104606e-07,9,13824,84
"NNB","0,6,0,2,1","BBBBBBDDE",2.49436379602525e-07,9,11520,252
"NNB","0,6,0,1,2","BBBBBBDEE",1.03931824834386e-07,9,9600,252
"NNB","0,6,0,0,3","BBBBBBEEE",4.33049270143272e-08,9,8000,84
"NNB","0,5,4,0,0","BBBBBCCCC",2.19231193010032e-06,9,20000,126
"NNB","0,5,3,1,0","BBBBBCCCD",1.75384954408026e-06,9,24000,504
"NNB","0,5,3,0,1","BBBBBCCCE",7.30770643366773e-07,9,20000,504
"NNB","0,5,2,2,0","BBBBBCCDD",1.4030796352642e-06,9,28800,756
"NNB","0,5,2,1,1","BBBBBCCDE",5.84616514693418e-07,9,24000,1512
"NNB","0,5,2,0,2","BBBBBCCEE",2.43590214455591e-07,9,20000,756
"NNB","0,5,1,3,0","BBBBBCDDD",1.12246370821136e-06,9,34560,504
"NNB","0,5,1,2,1","BBBBBCDDE",4.67693211754733e-07,9,28800,1512
"NNB","0,5,1,1,2","BBBBBCDEE",1.94872171564473e-07,9,24000,1512
"NNB","0,5,1,0,3","BBBBBCEEE",8.11967381518636e-08,9,20000,504
"NNB","0,5,0,4,0","BBBBBDDDD",8.97970966569087e-07,9,41472,126
"NNB","0,5,0,3,1","BBBBBDDDE",3.74154569403786e-07,9,34560,504
"NNB","0,5,0,2,2","BBBBBDDEE",1.55897737251578e-07,9,28800,756
"NNB","0,5,0,1,3","BBBBBDEEE",6.49573905214909e-08,9,24000,504
"NNB","0,5,0,0,4","BBBBBEEEE",2.70655793839545e-08,9,20000,126
"NNB","0,4,5,0,0","BBBBCCCCC",4.1105848689381e-06,9,50000,126
"NNB","0,4,4,1,0","BBBBCCCCD",3.28846789515048e-06,9,60000,630
"NNB","0,4,4,0,1","BBBBCCCCE",1.3701949563127e-06,9,50000,630
"NNB","0,4,3,2,0","BBBBCCCDD",2.63077431612039e-06,9,72000,1260
"NNB","0,4,3,1,1","BBBBCCCDE",1.09615596505016e-06,9,60000,2520
"NNB","0,4,3,0,2","BBBBCCCEE",4.56731652104233e-07,9,50000,1260
"NNB","0,4,2,3,0","BBBBCCDDD",2.10461945289631e-06,9,86400,1260
"NNB","0,4,2,2,1","BBBBCCDDE",8.76924772040129e-07,9,72000,3780
"NNB","0,4,2,1,2","BBBBCCDEE",3.65385321683388e-07,9,60000,3780
"NNB","0,4,2,0,3","BBBBCCEEE",1.52243884034744e-07,9,50000,1260
"NNB","0,4,1,4,0","BBBBCDDDD",1.68369556231704e-06,9,103680,630
"NNB","0,4,1,3,1","BBBBCDDDE",7.01539817632099e-07,9,86400,2520
"NNB","0,4,1,2,2","BBBBCDDEE",2.92308257346709e-07,9,72000,3780
"NNB","0,4,1,1,3","BBBBCDEEE",1.21795107227796e-07,9,60000,2520
"NNB","0,4,1,0,4","BBBBCEEEE",5.07479613449147e-08,9,50000,630
"NNB","0,4,0,5,0","BBBBDDDDD",1.34695644985364e-06,9,124416,126
"NNB","0,4,0,4,1","BBBBDDDDE",5.61231854105682e-07,9,103680,630
"NNB","0,4,0,3,2","BBBBDDDEE",2.33846605877368e-07,9,86400,1260
"NNB","0,4,0,2,3","BBBBDDEEE",9.74360857822364e-08,9,72000,1260
"NNB","0,4,0,1,4","BBBBDEEEE",4.05983690759319e-08,9,60000,630
"NNB","0,4,0,0,5","BBBBEEEEE",1.69159871149715e-08,9,50000,126
"NNB","0,3,6,0,0","BBBCCCCCC",7.70734662925892e-06,9,125000,84
"NNB","0,3,5,1,0","BBBCCCCCD",6.16587730340713e-06,9,150000,504
"NNB","0,3,5,0,1","BBBCCCCCE",2.56911554308631e-06,9,125000,504
"NNB","0,3,4,2,0","BBBCCCCDD",4.93270184272569e-06,9,180000,1260
"NNB","0,3,4,1,1","BBBCCCCDE",2.05529243446904e-06,9,150000,2520
"NNB","0,3,4,0,2","BBBCCCCEE",8.56371847695434e-07,9,125000,1260
"NNB","0,3,3,3,0","BBBCCCDDD",3.94616147418056e-06,9,216000,1680
"NNB","0,3,3,2,1","BBBCCCDDE",1.64423394757523e-06,9,180000,5040
"NNB","0,3,3,1,2","BBBCCCDEE",6.85097478156348e-07,9,150000,5040
"NNB","0,3,3,0,3","BBBCCCEEE",2.85457282565145e-07,9,125000,1680
"NNB","0,3,2,4,0","BBBCCDDDD",3.15692917934445e-06,9,259200,1260
"NNB","0,3,2,3,1","BBBCCDDDE",1.31538715806019e-06,9,216000,5040
"NNB","0,3,2,2,2","BBBCCDDEE",5.48077982525079e-07,9,180000,7560
"NNB","0,3,2,1,3","BBBCCDEEE",2.28365826052115e-07,9,150000,5040
"NNB","0,3,2,0,4","BBBCCEEEE",9.51524275217149e-08,9,125000,1260
"NNB","0,3,1,5,0","BBBCDDDDD",2.52554334347556e-06,9,311040,504
"NNB","0,3,1,4,1","BBBCDDDDE",1.05230972644815e-06,9,259200,2520
"NNB","0,3,1,3,2","BBBCDDDEE",4.38462386020063e-07,9,216000,5040
"NNB","0,3,1,2,3","BBBCDDEEE",1.82692660841692e-07,9,180000,5040
"NNB","0,3,1,1,4","BBBCDEEEE",7.6121942017372e-08,9,150000,2520
"NNB","0,3,1,0,5","BBBCEEEEE",3.17174758405717e-08,9,125000,504
"NNB","0,3,0,6,0","BBBDDDDDD",2.02043467478046e-06,9,373248,84
"NNB","0,3,0,5,1","BBBDDDDDE",8.41847781158525e-07,9,311040,504
"NNB","0,3,0,4,2","BBBDDDDEE",3.50769908816053e-07,9,259200,1260
"NNB","0,3,0,3,3","BBBDDDEEE",1.46154128673355e-07,9,216000,1680
"NNB","0,3,0,2,4","BBBDDEEEE",6.08975536138978e-08,9,180000,1260
"NNB","0,3,0,1,5","BBBDEEEEE",2.53739806724573e-08,9,150000,504
"NNB","0,3,0,0,6","BBBEEEEEE",1.05724919468572e-08,9,125000,84
"NNB","0,2,7,0,0","BBCCCCCCC",1.44512749298604e-05,9,312500,36
"NNB","0,2,6,1,0","BBCCCCCCD",1.15610199438883e-05,9,375000,252
"NNB","0,2,6,0,1","BBCCCCCCE",4.8170916432868e-06,9,312500,252
"NNB","0,2,5,2,0","BBCCCCCDD",9.24881595511068e-06,9,450000,756
"NNB","0,2,5,1,1","BBCCCCCDE",3.85367331462945e-06,9,375000,1512
"NNB","0,2,5,0,2","BBCCCCCEE",1.60569721442893e-06,9,312500,756
"NNB","0,2,4,3,0","BBCCCCDDD",7.39905276408852e-06,9,540000,1260
"NNB","0,2,4,2,1","BBCCCCDDE",3.08293865170355e-06,9,450000,3780
"NNB","0,2,4,1,2","BBCCCCDEE",1.28455777154314e-06,9,375000,3780
"NNB","0,2,4,0,3","BBCCCCEEE",5.35232404809645e-07,9,312500,1260
"NNB","0,2,3,4,0","BBCCCDDDD",5.91924221127084e-06,9,648000,1260
"NNB","0,2,3,3,1","BBCCCDDDE",2.46635092136285e-06,9,540000,5040
"NNB","0,2,3,2,2","BBCCCDDEE",1.02764621723452e-06,9,450000,7560
"NNB","0,2,3,1,3","BBCCCDEEE",4.28185923847719e-07,9,375000,5040
"NNB","0,2,3,0,4","BBCCCEEEE",1.78410801603214e-07,9,312500,1260
"NNB","0,2,2,5,0","BBCCDDDDD",4.73539376901669e-06,9,777600,756
"NNB","0,2,2,4,1","BBCCDDDDE",1.97308073709029e-06,9,648000,3780
"NNB","0,2,2,3,2","BBCCDDDEE",8.22116973787617e-07,9,540000,7560
"NNB","0,2,2,2,3","BBCCDDEEE",3.42548739078174e-07,9,450000,7560
"NNB","0,2,2,1,4","BBCCDEEEE",1.42728641282573e-07,9,375000,3780
"NNB","0,2,2,0,5","BBCCEEEEE",5.94702672010719e-08,9,312500,756
"NNB","0,2,1,6,0","BBCDDDDDD",3.78831501521336e-06,9,933120,252
"NNB","0,2,1,5,1","BBCDDDDDE",1.57846458967223e-06,9,777600,1512
"NNB","0,2,1,4,2","BBCDDDDEE",6.57693579030096e-07,9,648000,3780
"NNB","0,2,1,3,3","BBCDDDEEE",2.74038991262541e-07,9,540000,5040
"NNB","0,2,1,2,4","BBCDDEEEE",1.14182913026058e-07,9,450000,3780
"NNB","0,2,1,1,5","BBCDEEEEE",4.75762137608575e-08,9,375000,1512
"NNB","0,2,1,0,6","BBCEEEEEE",1.98234224003571e-08,9,312500,252
"NNB","0,2,0,7,0","BBDDDDDDD",3.03065201217067e-06,9,1119744,36
"NNB","0,2,0,6,1","BBDDDDDDE",1.26277167173778e-06,9,933120,252
"NNB","0,2,0,5,2","BBDDDDDEE",5.26154863224074e-07,9,777600,756
"NNB","0,2,0,4,3","BBDDDDEEE",2.19231193010032e-07,9,648000,1260
"NNB","0,2,0,3,4","BBDDDEEEE",9.13463304208464e-08,9,540000,1260
"NNB","0,2,0,2,5","BBDDEEEEE",3.8060971008686e-08,9,450000,756
"NNB","0,2,0,1,6","BBDEEEEEE",1.58587379202859e-08,9,375000,252
"NNB","0,2,0,0,7","BBEEEEEEE",6.60780746678576e-09,9,312500,36
"NNB","0,1,8,0,0","BCCCCCCCC",2.70961404934885e-05,9,781250,9
"NNB","0,1,7,1,0","BCCCCCCCD",2.16769123947908e-05,9,937500,72
"NNB","0,1,7,0,1","BCCCCCCCE",9.03204683116284e-06,9,781250,72
"NNB","0,1,6,2,0","BCCCCCCDD",1.73415299158327e-05,9,1125000,252
"NNB","0,1,6,1,1","BCCCCCCDE",7.22563746493026e-06,9,937500,504
"NNB","0,1,6,0,2","BCCCCCCEE",3.01068227705428e-06,9,781250,252
"NNB","0,1,5,3,0","BCCCCCDDD",1.38732239326661e-05,9,1350000,504
"NNB","0,1,5,2,1","BCCCCCDDE",5.78050997194419e-06,9,1125000,1512
"NNB","0,1,5,1,2","BCCCCCDEE",2.40854582164342e-06,9,937500,1512
"NNB","0,1,5,0,3","BCCCCCEEE",1.00356075901809e-06,9,781250,504
"NNB","0,1,4,4,0","BCCCCDDDD",1.10985791461329e-05,9,1620000,630
"NNB","0,1,4,3,1","BCCCCDDDE",4.62440797755536e-06,9,1350000,2520
"NNB","0,1,4,2,2","BCCCCDDEE",1.92683665731474e-06,9,1125000,3780
"NNB","0,1,4,1,3","BCCCCDEEE",8.02848607214473e-07,9,937500,2520
"NNB","0,1,4,0,4","BCCCCEEEE",3.34520253006032e-07,9,781250,630
"NNB","0,1,3,5,0","BCCCDDDDD",8.87886331690631e-06,9,1944000,504
"NNB","0,1,3,4,1","BCCCDDDDE",3.6995263820443e-06,9,1620000,2520
"NNB","0,1,3,3,2","BCCCDDDEE",1.54146932585179e-06,9,1350000,5040
"NNB","0,1,3,2,3","BCCCDDEEE",6.42278885771576e-07,9,1125000,5040
"NNB","0,1,3,1,4","BCCCDEEEE",2.67616202404824e-07,9,937500,2520
"NNB","0,1,3,0,5","BCCCEEEEE",1.1150675100201e-07,9,781250,504
"NNB","0,1,2,6,0","BCCDDDDDD",7.103090653525e-06,9,2332800,252
"NNB","0,1,2,5,1","BCCDDDDDE",2.95962110563542e-06,9,1944000,1512
"NNB","0,1,2,4,2","BCCDDDDEE",1.23317546068143e-06,9,1620000,3780
"NNB","0,1,2,3,3","BCCDDDEEE",5.1382310861726e-07,9,1350000,5040
"NNB","0,1,2,2,4","BCCDDEEEE",2.14092961923859e-07,9,1125000,3780
"NNB","0,1,2,1,5","BCCDEEEEE",8.92054008016079e-08,9,937500,1512
"NNB","0,1,2,0,6","BCCEEEEEE",3.71689170006702e-08,9,781250,252
"NNB","0,1,1,7,0","BCDDDDDDD",5.68247252282001e-06,9,2799360,72
"NNB","0,1,1,6,1","BCDDDDDDE",2.36769688450834e-06,9,2332800,504
"NNB","0,1,1,5,2","BCDDDDDEE",9.86540368545141e-07,9,1944000,1512
"NNB","0,1,1,4,3","BCDDDDEEE",4.1105848689381e-07,9,1620000,2520
"NNB","0,1,1,3,4","BCDDDEEEE",1.71274369539087e-07,9,1350000,2520
"NNB","0,1,1,2,5","BCDDEEEEE",7.13643206412864e-08,9,1125000,1512
"NNB","0,1,1,1,6","BCDEEEEEE",2.9735133600536e-08,9,937500,504
"NNB","0,1,1,0,7","BCEEEEEEE",1.23896390002233e-08,9,781250,72
"NNB","0,1,0,8,0","BDDDDDDDD",4.54597801825605e-06,9,3359232,9
"NNB","0,1,0,7,1","BDDDDDDDE",1.89415750760669e-06,9,2799360,72
"NNB","0,1,0,6,2","BDDDDDDEE",7.89232294836116e-07,9,2332800,252
"NNB","0,1,0,5,3","BDDDDDEEE",3.28846789515049e-07,9,1944000,504
"NNB","0,1,0,4,4","BDDDDEEEE",1.3701949563127e-07,9,1620000,630
"NNB","0,1,0,3,5","BDDDEEEEE",5.70914565130293e-08,9,1350000,504
"NNB","0,1,0,2,6","BDDEEEEEE",2.37881068804288e-08,9,1125000,252
"NNB","0,1,0,1,7","BDEEEEEEE",9.91171120017866e-09,9,937500,72
"NNB","0,1,0,0,8","BEEEEEEEE",4.12987966674112e-09,9,781250,9
"NNB","0,0,9,0,0","CCCCCCCCC",5.08052634252909e-05,9,1953125,1
"NNB","0,0,8,1,0","CCCCCCCCD",4.06442107402328e-05,9,2343750,9
"NNB","0,0,8,0,1","CCCCCCCCE",1.69350878084303e-05,9,1953125,9
